Customer ID	Phone Service	Multiple Lines	Internet Service	Online Security	Online Backup	Device Protection Plan	Premium Tech Support	Streaming TV	Streaming Movies	Streaming Music	Unlimited Data	Paperless Billing	Gender	Age	Married	Number of Dependents	City	Number of Referrals	Tenure in Months	Offer	Avg Monthly Long Distance Charges	Internet Type	Avg Monthly GB Download	Contract	Payment Method	Monthly Charge	Total Charges	Total Refunds	Total Extra Data Charges	Total Long Distance Charges	Total Revenue	Customer Status	Churn Category	Churn Reason	ABC Метка	ABC Наименование группы	XYZ Метка	XYZ Наименование группы	RFM Метка	RFM Наименование группы
1226-UDFZR	1	0	1	0	1	0	0	0	0	0	1	1	Female	26	No	0	Lafayette	0	2	Offer E	21.28	Cable	26	Month-to-Month	Credit Card	49,6	114,7	0	0	42,56	157,26	Churned	Dissatisfaction	Network reliability	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1227-UDMZR	1	1	1	1	1	1	1	1	1	1	1	1	Female	53	Yes	0	Fremont	4	72	None	2.95	Cable	26	Two Year	Bank Withdrawal	91,15	6637,9	0	0	212,4	6850,3	Stayed			A	VIP-клиент	X	Стабильный клиент	111	Самые ценные клиенты (Champions)
1228-FZFRV	1	1	1	1	0	1	0	1	1	1	1	0	Male	37	Yes	0	Los Angeles	0	50	None	20.88	Fiber Optic	13	Month-to-Month	Credit Card	105,95	5341,8	0	0	1044	6385,8	Churned	Price	Extra data charges	A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
1228-ZLNBX	1	1	1	0	0	0	0	0	0	0	1	0	Male	25	No	0	Farmington	0	21	None	3.26	Fiber Optic	51	Month-to-Month	Credit Card	75,3	1570,7	0	0	68,46	1639,16	Stayed			B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1229-RCALF	1	1	1	1	1	1	1	1	1	1	1	1	Female	37	Yes	0	San Jose	1	64	None	46.44	Fiber Optic	29	One Year	Bank Withdrawal	115	7396,15	0	0	2972,16	10368,31	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1230-QAJDW	1	1	1	0	0	0	1	1	0	0	1	1	Male	32	No	0	Somes Bar	0	3	None	42.68	Cable	27	Month-to-Month	Credit Card	65,25	209,9	0	0	128,04	337,94	Joined			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1231-YNDEK	1	0	0	0	0	0	0	0	0	0	0	1	Male	49	No	0	Redding	0	58	None	29.31			Two Year	Bank Withdrawal	19,15	1035,5	28,7	0	1699,98	2706,78	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	312	Неактивные клиенты (Lost Customers)
1236-WFCDV	1	0	1	0	0	0	0	1	1	0	1	0	Male	74	No	0	Greenbrae	0	14	None	11.31	Fiber Optic	24	Month-to-Month	Credit Card	90,45	1266,1	0	0	158,34	1424,44	Churned	Competitor	Competitor offered more data	B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1237-WIYYZ	1	0	0	0	0	0	0	0	0	0	0	1	Female	49	No	0	Los Angeles	0	18	Offer D	10.67			Month-to-Month	Credit Card	19,55	389,25	0	0	192,06	581,31	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	123	Неактивные клиенты (Lost Customers)
1240-HCBOH	1	1	0	0	0	0	0	0	0	0	0	1	Female	45	No	0	Windsor	0	67	None	43.3			Two Year	Credit Card	26,1	1759,55	0	0	2901,1	4660,65	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1240-KNSEZ	1	0	0	0	0	0	0	0	0	0	0	1	Male	63	No	0	San Diego	0	1	Offer E	40.83			Month-to-Month	Credit Card	20,1	20,1	0	0	40,83	60,93	Churned	Price	Long distance charges	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1241-EZFMJ	1	1	0	0	0	0	0	0	0	0	0	0	Male	48	Yes	0	Ontario	2	61	Offer B	11.53			Two Year	Bank Withdrawal	25,45	1538,6	0	0	703,33	2241,93	Stayed			B	Средний клиент	Y	Нестабильный клиент	312	Неактивные клиенты (Lost Customers)
1241-FPMOF	1	0	0	0	0	0	0	0	0	0	0	0	Male	31	No	0	Seal Beach	0	52	None	21.98			Two Year	Credit Card	19,65	1025,05	0	0	1142,96	2168,01	Stayed			B	Средний клиент	Y	Нестабильный клиент	312	Неактивные клиенты (Lost Customers)
1245-HARPS	1	0	0	0	0	0	0	0	0	0	0	0	Female	46	Yes	0	Janesville	0	14	None	14.61			Two Year	Credit Card	20,4	292,4	0	0	204,54	496,94	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	323	Неактивные клиенты (Lost Customers)
1247-QBVSH	1	0	1	0	1	0	0	0	0	0	1	0	Female	41	Yes	2	Santa Margarita	1	43	Offer B	14.64	DSL	19	Month-to-Month	Mailed Check	50,2	2169,4	0	0	629,52	2798,92	Stayed			B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1248-DYXUB	1	1	0	0	0	0	0	0	0	0	0	0	Male	42	Yes	3	Lemon Grove	1	52	Offer B	40.33			Two Year	Credit Card	24,8	1229,1	0	0	2097,16	3326,26	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	312	Неактивные клиенты (Lost Customers)
1251-KRREG	1	1	1	0	1	0	0	0	0	1	1	1	Male	22	No	0	North Hollywood	0	2	None	44.31	DSL	73	Month-to-Month	Credit Card	54,4	114,1	0	0	88,62	202,72	Churned	Price	Price too high	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1251-STYSZ	1	1	1	1	0	0	0	0	0	0	0	1	Female	66	No	0	Glenhaven	0	4	None	8.75	Fiber Optic	4	One Year	Bank Withdrawal	80,25	303,7	0	30	35	368,7	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	333	Неактивные клиенты (Lost Customers)
1254-IZEYF	1	1	1	0	1	0	0	1	1	0	1	1	Female	74	No	0	Cutler	0	31	None	39.36	Fiber Optic	4	Month-to-Month	Bank Withdrawal	99,95	3186,65	0	0	1220,16	4406,81	Churned	Competitor	Competitor made better offer	A	VIP-клиент	Z	Непредсказуемый клиент	121	Потенциально ценные клиенты (Loyal Customers)
1257-SXUXQ	1	0	0	0	0	0	0	0	0	0	0	0	Male	20	Yes	1	Jenner	10	5	None	8.04			Month-to-Month	Credit Card	19,45	86,05	0	0	40,2	126,25	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1258-YMZNM	1	1	1	1	1	1	0	1	1	0	1	1	Female	70	No	0	Montara	0	27	Offer C	35.76	Fiber Optic	4	One Year	Bank Withdrawal	110,5	2857,6	0	0	965,52	3823,12	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	121	Потенциально ценные клиенты (Loyal Customers)
1260-TTRXI	1	0	1	0	0	0	0	0	1	1	0	0	Male	64	No	0	Planada	0	4	Offer E	40.15	DSL	19	Month-to-Month	Bank Withdrawal	54,3	195,3	0	80	160,6	435,9	Churned	Price	Long distance charges	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1261-FWTTE	0	0	1	0	0	0	0	0	1	1	1	1	Male	78	No	0	Los Angeles	0	23	None		Cable	2	Month-to-Month	Bank Withdrawal	34,65	768,45	0	0	0	768,45	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	123	Неактивные клиенты (Lost Customers)
1262-OPMFY	1	0	1	0	0	1	0	0	0	0	1	1	Female	46	Yes	0	San Diego	1	9	Offer E	31.75	Fiber Optic	25	Month-to-Month	Bank Withdrawal	75,75	655,9	0	0	285,75	941,65	Churned	Competitor	Competitor made better offer	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1264-BYWMS	1	1	1	0	0	0	0	1	1	1	1	1	Male	40	No	0	La Grange	0	55	Offer B	47.38	Fiber Optic	29	Month-to-Month	Bank Withdrawal	96,8	5283,95	0	0	2605,9	7889,85	Churned	Competitor	Competitor offered more data	A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
1264-FUHCX	0	0	1	0	1	0	1	1	1	1	1	1	Female	51	Yes	0	San Diego	1	49	Offer B		DSL	21	One Year	Credit Card	56,3	2780,6	0	0	0	2780,6	Stayed			B	Средний клиент	X	Стабильный клиент	112	Потенциально ценные клиенты (Loyal Customers)
1265-BCFEO	1	1	1	0	0	1	1	1	1	1	1	1	Female	30	Yes	0	Alamo	1	71	Offer A	26.58	Cable	27	Two Year	Bank Withdrawal	80,45	5662,25	0	0	1887,18	7549,43	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1265-HVPZB	1	0	1	1	1	1	0	1	0	0	1	0	Male	49	Yes	0	Winnetka	3	59	None	16.06	DSL	4	One Year	Credit Card	66,4	3958,2	0	0	947,54	4905,74	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
1265-XTECC	1	1	1	1	1	0	0	0	1	0	1	1	Female	68	Yes	0	Madera	5	68	None	1.98	Fiber Optic	19	One Year	Credit Card	96,55	6581,9	0	0	134,64	6716,54	Churned	Attitude	Attitude of service provider	A	VIP-клиент	X	Стабильный клиент	311	Неактивные клиенты (Lost Customers)
1265-ZFOSD	1	1	1	1	1	1	1	0	1	1	1	1	Female	33	Yes	0	Stonyford	6	64	None	16.61	Cable	4	Two Year	Mailed Check	81,3	5129,3	22,34	0	1063,04	6170	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
1266-NZYUI	1	1	1	1	0	1	1	0	0	0	1	0	Female	56	Yes	0	Lee Vining	6	72	Offer A	14.65	DSL	20	Two Year	Bank Withdrawal	66,85	4758,8	0	0	1054,8	5813,6	Stayed			A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
1268-ASBGA	1	1	1	0	0	0	0	0	1	0	1	1	Female	66	Yes	0	Huntington Park	1	16	Offer D	9.93	Fiber Optic	27	Month-to-Month	Credit Card	85,35	1375,15	0	0	158,88	1534,03	Churned	Dissatisfaction	Limited range of services	B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1269-FOYWN	1	0	0	0	0	0	0	0	0	0	0	0	Male	23	Yes	3	Phillipsville	2	44	None	36.86			One Year	Bank Withdrawal	20	860,85	0	0	1621,84	2482,69	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	322	Неактивные клиенты (Lost Customers)
1270-XKUCC	1	0	0	0	0	0	0	0	0	0	0	0	Female	24	Yes	1	San Diego	1	30	None	12.85			Two Year	Credit Card	19,7	599,25	49,79	0	385,5	934,96	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	323	Неактивные клиенты (Lost Customers)
1271-SJBGZ	0	0	1	0	0	1	1	0	1	0	1	1	Male	77	No	0	Forest Knolls	0	12	None		DSL	10	Month-to-Month	Bank Withdrawal	43,65	526,95	0	0	0	526,95	Churned	Competitor	Competitor had better devices	C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1271-UODNO	1	1	1	0	0	0	1	0	0	0	1	1	Male	60	No	0	San Jose	0	39	None	5.4	DSL	16	Two Year	Credit Card	53,85	2200,7	46,66	0	210,6	2364,64	Stayed			B	Средний клиент	X	Стабильный клиент	322	Неактивные клиенты (Lost Customers)
1272-ILHFG	1	0	0	0	0	0	0	0	0	0	0	0	Male	48	Yes	3	La Habra	1	15	Offer D	17.28			One Year	Credit Card	19,65	332,65	0	0	259,2	591,85	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	123	Неактивные клиенты (Lost Customers)
1273-MTETI	1	1	1	0	0	1	0	0	1	0	1	1	Female	69	No	0	Rancho Cucamonga	0	4	None	12.86	Fiber Optic	4	Month-to-Month	Bank Withdrawal	88,85	372,45	0	0	51,44	423,89	Churned	Other	Don't know	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
1282-IHQAC	0	0	1	0	1	1	0	1	0	0	1	1	Male	68	No	0	Sheep Ranch	0	70	Offer A		Cable	13	One Year	Credit Card	44,05	3011,65	0	0	0	3011,65	Stayed			A	VIP-клиент	X	Стабильный клиент	312	Неактивные клиенты (Lost Customers)
1285-OKIPP	1	0	1	0	0	0	0	0	1	1	1	0	Male	62	No	3	Mission Hills	0	1	None	23.2	Fiber Optic	21	Month-to-Month	Bank Withdrawal	79,9	79,9	0	0	23,2	103,1	Churned	Attitude	Attitude of support person	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
1291-CUOCY	1	1	1	0	1	1	1	1	1	1	1	1	Male	55	Yes	0	Yorkville	7	72	None	4.32	Fiber Optic	18	Two Year	Credit Card	110,6	7962,2	0	0	311,04	8273,24	Stayed			A	VIP-клиент	X	Стабильный клиент	111	Самые ценные клиенты (Champions)
1293-BSEUN	1	0	0	0	0	0	0	0	0	0	0	1	Female	64	Yes	3	Volcano	9	72	None	6.9			Two Year	Credit Card	20,7	1482,3	0	0	496,8	1979,1	Stayed			B	Средний клиент	X	Стабильный клиент	112	Потенциально ценные клиенты (Loyal Customers)
1293-HHSHJ	1	0	0	0	0	0	0	0	0	0	0	0	Female	61	No	0	Montrose	0	35	Offer C	23.77			One Year	Credit Card	21,1	741	14,23	0	831,95	1558,72	Stayed			B	Средний клиент	Y	Нестабильный клиент	322	Неактивные клиенты (Lost Customers)
1297-VQDRP	1	1	1	0	0	1	1	1	1	0	0	1	Male	80	Yes	1	Foothill Ranch	0	68	Offer A	32.11	Fiber Optic	12	One Year	Credit Card	107,15	7379,8	0	50	2183,48	9613,28	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1298-PHBTI	1	1	1	0	1	0	1	0	0	0	1	1	Male	40	Yes	3	Los Angeles	9	71	None	33.67	Fiber Optic	75	Two Year	Bank Withdrawal	84,8	6152,4	0	0	2390,57	8542,97	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1299-AURJA	1	1	0	0	0	0	0	0	0	0	0	0	Female	43	Yes	2	Twain Harte	8	70	None	30.33			Two Year	Bank Withdrawal	24,7	1685,9	0	0	2123,1	3809	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1301-LOPVR	0	0	1	1	1	1	1	0	1	1	1	1	Male	62	Yes	3	North Hollywood	6	29	None		DSL	57	One Year	Credit Card	55,35	1636,95	0	0	0	1636,95	Stayed			B	Средний клиент	X	Стабильный клиент	322	Неактивные клиенты (Lost Customers)
1302-TPUBN	1	0	0	0	0	0	0	0	0	0	0	0	Male	58	No	0	West Sacramento	0	66	None	21.23			Two Year	Bank Withdrawal	19,35	1240,8	0	0	1401,18	2641,98	Stayed			B	Средний клиент	Y	Нестабильный клиент	312	Неактивные клиенты (Lost Customers)
1302-UHBDD	1	0	1	0	0	0	0	1	1	0	1	0	Male	70	No	0	Ladera Ranch	0	20	Offer D	48.46	Fiber Optic	23	Two Year	Bank Withdrawal	89,95	1648,45	0	0	969,2	2617,65	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	322	Неактивные клиенты (Lost Customers)
1303-SRDOK	1	0	1	0	0	0	0	0	0	0	1	1	Female	52	Yes	2	Rio Dell	3	55	Offer B	27.87	Fiber Optic	17	Two Year	Credit Card	69,05	3842,6	0	0	1532,85	5375,45	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1304-BCCFO	1	0	1	0	0	1	0	1	1	1	1	1	Male	24	Yes	0	Redlands	2	9	None	14.91	Cable	82	Month-to-Month	Mailed Check	70,05	564,4	0	0	134,19	698,59	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1304-NECVQ	1	1	1	0	0	1	0	0	0	0	1	1	Female	69	No	0	Somis	0	2	Offer E	43.96	Fiber Optic	14	Month-to-Month	Bank Withdrawal	78,55	149,55	0	0	87,92	237,47	Churned	Competitor	Competitor made better offer	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1304-SEGFY	1	1	1	0	0	1	0	1	1	1	1	1	Female	57	Yes	0	National City	7	72	Offer A	2.56	Fiber Optic	24	Two Year	Bank Withdrawal	97,85	6841,3	0	0	184,32	7025,62	Stayed			A	VIP-клиент	X	Стабильный клиент	111	Самые ценные клиенты (Champions)
1306-RPWXZ	1	0	0	0	0	0	0	0	0	0	0	0	Female	60	No	3	Mc Farland	0	49	None	31.7			Two Year	Credit Card	20,45	1024,65	0	0	1553,3	2577,95	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	112	Потенциально ценные клиенты (Loyal Customers)
1307-ATKGB	1	0	1	0	1	1	0	0	1	1	1	1	Male	21	No	0	Santa Clara	0	24	None	27.91	Fiber Optic	59	Month-to-Month	Bank Withdrawal	89,55	2187,15	0	0	669,84	2856,99	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
1307-TVUFB	1	1	1	0	1	0	0	0	0	0	1	1	Male	66	No	0	Santa Ynez	0	42	None	13.51	Fiber Optic	19	One Year	Bank Withdrawal	-5	3344,1	0	0	567,42	3911,52	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	321	Неактивные клиенты (Lost Customers)
1309-BXVOQ	1	1	1	0	0	1	1	1	1	1	1	1	Male	27	Yes	0	Old Station	1	21	Offer D	21.83	Fiber Optic	59	Month-to-Month	Bank Withdrawal	106,1	2249,95	0	0	458,43	2708,38	Churned	Price	Long distance charges	B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1309-XGFSN	1	1	1	0	1	1	0	1	1	1	1	1	Male	72	Yes	1	Pinon Hills	1	52	None	7.04	DSL	22	One Year	Bank Withdrawal	80,85	4079,55	0	0	366,08	4445,63	Stayed			A	VIP-клиент	X	Стабильный клиент	311	Неактивные клиенты (Lost Customers)
1310-QRITU	1	1	1	0	0	0	0	0	0	0	1	1	Female	40	No	0	Hinkley	0	18	None	38.32	DSL	20	Month-to-Month	Bank Withdrawal	50,3	913,3	0	0	689,76	1603,06	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	122	Потенциально ценные клиенты (Loyal Customers)
1319-YLZJG	1	0	1	1	1	1	0	0	0	0	1	1	Male	62	Yes	0	Dutch Flat	9	12	Offer D	39	Fiber Optic	7	Month-to-Month	Bank Withdrawal	84,6	959,9	0	0	468	1427,9	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	132	Новички (New Customers)
1320-GVNHT	1	1	1	1	1	1	0	1	1	1	0	1	Male	56	Yes	2	Glendale	4	72	None	27.88	Fiber Optic	30	Two Year	Credit Card	108,4	7767,25	0	30	2007,36	9804,61	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
1320-HTRDR	1	1	1	0	0	0	0	0	0	0	1	1	Female	30	No	0	Fellows	0	3	Offer E	47.51	Fiber Optic	85	Month-to-Month	Bank Withdrawal	75,5	220,6	0	0	142,53	363,13	Churned	Attitude	Attitude of service provider	C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1320-REHCS	1	1	1	0	1	1	1	1	1	1	1	1	Male	75	No	0	Inglewood	0	52	None	23.04	Fiber Optic	25	Two Year	Bank Withdrawal	110,75	5832	6,26	0	1198,08	7023,82	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
1322-AGOQM	0	0	1	0	1	0	0	0	0	0	1	0	Male	57	No	0	Mather	0	46	None		DSL	26	Month-to-Month	Bank Withdrawal	30,3	1380,1	0	0	0	1380,1	Churned	Dissatisfaction	Service dissatisfaction	B	Средний клиент	X	Стабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1323-OOEPC	1	1	1	0	1	0	0	1	1	1	1	1	Female	45	Yes	0	Prather	1	53	None	41.74	Fiber Optic	24	Month-to-Month	Credit Card	98,4	5149,5	0	0	2212,22	7361,72	Churned	Price	Extra data charges	A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
1324-NLTJE	1	1	1	0	0	0	1	0	0	0	1	0	Female	73	No	0	Emeryville	0	15	Offer D	17.19	DSL	19	Month-to-Month	Credit Card	55	757,1	0	0	257,85	1014,95	Churned	Other	Don't know	C	Низкорентабельный клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1325-USMEC	1	1	1	1	1	1	0	1	0	0	1	1	Male	58	Yes	0	Pearblossom	10	70	Offer A	48	Fiber Optic	13	Two Year	Credit Card	99,35	6944,5	0	0	3360	10304,5	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1328-EUZHC	1	0	0	0	0	0	0	0	0	0	0	0	Female	59	Yes	0	Carson	4	18	None	25.54			Two Year	Credit Card	20,1	370,5	0	0	459,72	830,22	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	323	Неактивные клиенты (Lost Customers)
1329-VHWNP	0	0	1	0	0	0	0	0	0	0	1	0	Female	42	No	0	Grover Beach	0	7	None		DSL	4	Month-to-Month	Bank Withdrawal	25,05	189,95	0	0	0	189,95	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1333-PBMXB	1	1	0	0	0	0	0	0	0	0	0	1	Female	40	Yes	2	Santa Ana	1	54	None	28.87			One Year	Bank Withdrawal	24,75	1342,15	0	0	1558,98	2901,13	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	312	Неактивные клиенты (Lost Customers)
1334-FJSVR	0	0	1	0	0	0	0	0	0	0	1	1	Male	64	No	0	Sequoia National Park	0	1	Offer E		DSL	7	Month-to-Month	Bank Withdrawal	24,25	24,25	0	0	0	24,25	Churned	Dissatisfaction	Lack of self-service on Website	C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1334-PDUKM	1	1	1	0	1	1	0	0	0	0	0	0	Female	48	Yes	0	Palomar Mountain	5	68	Offer A	9.76	Fiber Optic	15	One Year	Credit Card	86,45	5762,95	0	150	663,68	6576,63	Stayed			A	VIP-клиент	Y	Нестабильный клиент	311	Неактивные клиенты (Lost Customers)
1335-HQMKX	1	1	1	0	1	1	0	1	1	1	1	1	Female	49	Yes	0	Los Angeles	6	72	Offer A	46.1	Fiber Optic	23	One Year	Bank Withdrawal	101,35	7323,15	0	0	3319,2	10642,35	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
1335-MXCSE	1	0	1	0	0	1	1	0	0	0	1	1	Male	24	Yes	1	Shoshone	5	55	None	46.61	DSL	30	Two Year	Credit Card	55,25	3119,9	0	0	2563,55	5683,45	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1335-NTIUC	0	0	1	0	0	0	0	0	0	0	1	1	Male	61	No	0	Pacoima	0	9	None		DSL	7	Month-to-Month	Bank Withdrawal	24,95	190,25	0	0	0	190,25	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1336-EZFZY	1	0	0	0	0	0	0	0	0	0	0	0	Female	33	No	0	Kings Beach	0	4	None	25.8			Month-to-Month	Credit Card	20,05	83,3	0	0	103,2	186,5	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	133	Новички (New Customers)
1337-BOZWO	0	0	1	0	1	1	0	1	0	0	1	0	Male	25	Yes	2	Canby	2	18	None		DSL	59	One Year	Credit Card	46,4	812,4	0	0	0	812,4	Stayed			C	Низкорентабельный клиент	X	Стабильный клиент	323	Неактивные клиенты (Lost Customers)
1338-CECEE	1	1	1	0	1	1	0	1	0	0	1	0	Male	28	Yes	0	Mount Hermon	4	41	None	13.58	DSL	51	One Year	Bank Withdrawal	68,5	2839,95	38,37	0	556,78	3358,36	Stayed			A	VIP-клиент	Y	Нестабильный клиент	322	Неактивные клиенты (Lost Customers)
1342-JPNKI	1	1	1	0	0	0	0	1	0	0	1	1	Male	33	No	0	Lake Forest	0	10	Offer D	5.92	Fiber Optic	11	Month-to-Month	Bank Withdrawal	86,05	834,1	0	0	59,2	893,3	Churned	Other	Don't know	C	Низкорентабельный клиент	X	Стабильный клиент	133	Новички (New Customers)
1343-EHPYB	1	1	1	0	1	1	0	1	1	1	1	1	Male	61	Yes	0	San Diego	2	63	None	48.95	Fiber Optic	13	Month-to-Month	Bank Withdrawal	103,4	6603	0	0	3083,85	9686,85	Churned	Competitor	Competitor made better offer	A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
1345-GKDZZ	1	0	0	0	0	0	0	0	0	0	0	0	Male	20	No	1	Riverside	0	6	None	17.53			Month-to-Month	Credit Card	19,55	128,6	0	0	105,18	233,78	Stayed			C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
1345-ZUKID	1	0	0	0	0	0	0	0	0	0	0	0	Male	24	No	0	Magalia	0	14	Offer D	26.02			One Year	Mailed Check	19,35	324,8	0	0	364,28	689,08	Stayed			C	Низкорентабельный клиент	Z	Непредсказуемый клиент	123	Неактивные клиенты (Lost Customers)
1346-PJWTK	1	0	1	0	1	1	1	0	1	1	1	0	Male	63	Yes	0	Corona	1	61	None	17.73	Fiber Optic	2	Month-to-Month	Credit Card	94,15	5731,85	0	0	1081,53	6813,38	Stayed			A	VIP-клиент	Y	Нестабильный клиент	111	Самые ценные клиенты (Champions)
1346-UFHAX	1	1	1	1	0	0	0	0	0	0	0	1	Female	59	No	0	Woodbridge	0	13	Offer D	33.69	Fiber Optic	15	Month-to-Month	Credit Card	80	1029,35	0	0	437,97	1467,32	Stayed			B	Средний клиент	Z	Непредсказуемый клиент	132	Новички (New Customers)
1347-KTTTA	1	0	1	0	1	1	1	1	1	1	1	1	Male	22	Yes	0	Canyon Country	10	64	Offer B	40.49	Fiber Optic	69	One Year	Credit Card	102,45	6654,1	0	0	2591,36	9245,46	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	311	Неактивные клиенты (Lost Customers)
1349-WXNGG	1	0	0	0	0	0	0	0	0	0	0	0	Male	57	No	0	Glendale	0	1	None	12			Month-to-Month	Bank Withdrawal	20,05	20,05	0	0	12	32,05	Churned	Attitude	Attitude of support person	C	Низкорентабельный клиент	Y	Нестабильный клиент	133	Новички (New Customers)
1352-HNSAW	1	1	1	1	1	1	1	1	1	1	0	1	Female	26	Yes	3	Aliso Viejo	9	72	None	34.69	Fiber Optic	59	Two Year	Bank Withdrawal	115,6	8220,4	0	140	2497,68	10858,08	Stayed			A	VIP-клиент	Z	Непредсказуемый клиент	111	Самые ценные клиенты (Champions)
1352-VHKAJ	1	1	1	0	0	0	1	1	1	1	0	0	Male	30	Yes	2	Berkeley	1	27	None	13.55	Cable	59	Month-to-Month	Bank Withdrawal	71,6	1957,1	0	140	365,85	2462,95	Stayed			B	Средний клиент	Y	Нестабильный клиент	122	Потенциально ценные клиенты (Loyal Customers)
1353-GHZOS	1	0	1	1	0	0	0	1	0	0	1	1	Male	22	Yes	0	San Diego	10	22	Offer D	6.03	DSL	51	One Year	Bank Withdrawal	59,75	1374,35	0	0	132,66	1507,01	Stayed			B	Средний клиент	X	Стабильный клиент	322	Неактивные клиенты (Lost Customers)
